meanFix,minFix,maxFix,varFix,stdFix,meanDis,minDis,maxDis,varDis,stdDisp,freqDisPerSec,number_of_blinks,blinkMean,blinkMin,blinkMax,blinkRate,xDir,yDir,fixDensPerBB,label,duration,participant_id
409.1363636363636,133,1200,76395.2662337662,276.39693600647274,0.038039967031212235,0.028119147308265115,0.1511858495714082,0.0006936052986188499,0.02633638734942304,2.2,0,0,0,0,0,0.6190476190476191,0.6190476190476191,874.9447477363083,Inspection,10,06
304.48275862068965,100,1433,73097.6157635468,270.36570744742534,0.04244524288865636,0.023542161530213535,0.12520108658081186,0.0006478150712232271,0.025452211519300775,2.9,6,861.1666666666666,33,4600,0.6,0.4642857142857143,0.5,595.0551621880708,Inspection,10,06
311.55172413793105,100,1533,81629.39901477829,285.70859107625427,0.035747250176070285,0.02235290351919144,0.0796790228034863,0.00017258783637743707,0.013137268984740972,2.9,5,479.8,33,2067,0.5,0.5,0.4642857142857143,715.8083338177793,Inspection,10,06
438.0,100,1300,110566.2,332.51496206937816,0.03899542111970254,0.028025279589708834,0.07402208106600766,0.00019186557767457484,0.013851555063406233,2.1,7,1286.0,34,4733,0.7,0.65,0.4,358.285898839512,Inspection,10,06
491.2631578947368,133,1767,199568.98245614034,446.73144332601026,0.03975081844843764,0.023948819885790434,0.08360197462443339,0.00039304585872968465,0.019825384201313342,1.9,0,0,0,0,0,0.6111111111111112,0.6666666666666666,625.3296124729377,Inspection,10,06
335.88461538461536,100,1400,82595.14615384616,287.3937127945672,0.0382606966542305,0.028491033341063624,0.09463952294858469,0.0003352678746221172,0.018310321532461333,2.6,8,458.125,33,2734,0.8,0.4,0.44,272.62301139286114,Inspection,10,06
264.625,100,633,16770.75806451613,129.50196162420139,0.05827629155353733,0.01981475044895214,0.406992288612445,0.008157617418072638,0.09031952954966405,3.2,10,1326.5,33,4600,1.0,0.8387096774193549,0.5806451612903226,177.14595680484948,Reading,10,06
288.8666666666667,100,700,26747.774712643673,163.54746929452523,0.05475993138101198,0.027941804554463993,0.33716911391112353,0.005565383818121233,0.07460150010637343,3.0,4,2399.75,600,7100,0.4,0.8620689655172413,0.5172413793103449,171.34665313942722,Reading,10,06
252.6060606060606,100,467,10296.246212121214,101.4704203801345,0.05983382678974423,0.01680841261280826,0.3430797202582583,0.0059685879217502525,0.07725663674889202,3.3,19,649.3157894736842,33,2500,1.9,0.875,0.625,198.00804197782006,Reading,10,06
260.6969696969697,100,600,12995.342803030306,113.99711752070885,0.04185677960999222,0.02191170340593592,0.37408218145962496,0.003584201536196496,0.059868201377663716,3.3,11,930.1818181818181,33,3000,1.1,0.90625,0.5,187.95091089452123,Reading,10,06
227.05405405405406,100,567,12715.219219219225,112.76178084448306,0.058949341643461314,0.011122011710631928,0.37722113883807956,0.008908573669242217,0.09438524073838142,3.7,13,1022.8461538461538,33,3400,1.3,0.8611111111111112,0.6111111111111112,228.49977668778584,Reading,10,06
252.5151515151515,100,900,28761.007575757576,169.590706041804,0.06172698665374613,0.013346898093879875,0.370114324851033,0.006747485437577401,0.08214307906073037,3.3,22,603.2272727272727,33,2634,2.2,0.8125,0.59375,195.1296380292707,Reading,10,06
201.27586206896552,100,767,27510.349753694583,165.86244226374632,0.09158084484804703,0.02821742937657196,0.5769801082633104,0.01498013630856776,0.12239336709384116,2.9,38,664.9473684210526,33,4033,3.8,0.5,0.6071428571428571,47.23748194100681,Search,10,06
147.475,100,534,5593.281410256408,74.78824379711298,0.08696529449400173,0.028131431697591074,0.8562619070554545,0.0197954098028166,0.14069616129381995,4.0,24,947.125,433,1000,2.4,0.5384615384615384,0.5128205128205128,116.49949711128079,Search,10,06
147.28947368421052,100,433,4057.724751066857,63.70027277074139,0.07125333780605021,0.028215235993407847,0.33957168424504186,0.0053517411881388146,0.07315559574044089,3.8,39,785.4102564102565,33,2134,3.9,0.5405405405405406,0.5135135135135135,70.2511878122137,Search,10,06
215.35135135135135,100,867,22701.734234234234,150.67094688172048,0.05550696083466201,0.010582183322515867,0.2035177984943477,0.0015627699250382225,0.03953188491633333,3.7,3,955.3333333333334,33,2267,0.3,0.6388888888888888,0.4722222222222222,768.4395656414877,Search,10,06
215.32432432432432,100,767,19990.891891891886,141.38915054519526,0.05925173624644192,0.023853763459843736,0.22196406051509676,0.0029547369845132577,0.05435749244136688,3.7,11,409.3636363636364,34,1833,1.1,0.5277777777777778,0.5555555555555556,522.8059181839061,Search,10,06
243.85714285714286,100,467,12421.420168067223,111.45142515045387,0.05591796572528932,0.01575147391789502,0.12374486238641674,0.0009939193123767497,0.03152648588689754,3.5,0,0,0,0,0,0.6764705882352942,0.5294117647058824,483.3983974685703,Search,10,06
